date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,minus_2_strike,minus_1_strike,atm_strike,plus_1_strike,plus_2_strike,plus_3_strike,minus_2_call_ticker,minus_1_call_ticker,atm_call_ticker,plus_1_call_ticker,plus_2_call_ticker,plus_3_call_ticker,minus_2_call_open,minus_1_call_open,atm_call_open,plus_1_call_open,plus_2_call_open,plus_3_call_open,minus_2_call_high,minus_1_call_high,atm_call_high,plus_1_call_high,plus_2_call_high,plus_3_call_high,minus_2_call_low,minus_1_call_low,atm_call_low,plus_1_call_low,plus_2_call_low,plus_3_call_low,minus_2_call_close,minus_1_call_close,atm_call_close,plus_1_call_close,plus_2_call_close,plus_3_call_close,minus_2_call_volume,minus_1_call_volume,atm_call_volume,plus_1_call_volume,plus_2_call_volume,plus_3_call_volume,minus_2_call_vwap,minus_1_call_vwap,atm_call_vwap,plus_1_call_vwap,plus_2_call_vwap,plus_3_call_vwap,minus_2_put_ticker,minus_1_put_ticker,atm_put_ticker,plus_1_put_ticker,plus_2_put_ticker,plus_3_put_ticker,minus_2_put_open,minus_1_put_open,atm_put_open,plus_1_put_open,plus_2_put_open,plus_3_put_open,minus_2_put_high,minus_1_put_high,atm_put_high,plus_1_put_high,plus_2_put_high,plus_3_put_high,minus_2_put_low,minus_1_put_low,atm_put_low,plus_1_put_low,plus_2_put_low,plus_3_put_low,minus_2_put_close,minus_1_put_close,atm_put_close,plus_1_put_close,plus_2_put_close,plus_3_put_close,minus_2_put_volume,minus_1_put_volume,atm_put_volume,plus_1_put_volume,plus_2_put_volume,plus_3_put_volume,minus_2_put_vwap,minus_1_put_vwap,atm_put_vwap,plus_1_put_vwap,plus_2_put_vwap,plus_3_put_vwap
2025-03-19,562.83,570.95,561.63,567.13,561.02,66540485.0,2025-03-19,559,560,561,562,563,564,O:SPY250319C00559000,O:SPY250319C00560000,O:SPY250319C00561000,O:SPY250319C00562000,O:SPY250319C00563000,O:SPY250319C00564000,4.82,4.34,3.7,3.16,2.76,2.06,11.72,10.79,9.67,8.82,7.89,6.76,4.3,3.67,2.84,2.2,1.9,1.4,8.4,7.37,6.43,5.43,4.37,3.37,3646,10114,14485,45839,106565,200814,6.2333,5.3662,4.3391,3.5782,2.8988,2.4335,O:SPY250319P00559000,O:SPY250319P00560000,O:SPY250319P00561000,O:SPY250319P00562000,O:SPY250319P00563000,O:SPY250319P00564000,1.3,1.59,1.94,2.37,2.82,3.28,1.65,2.02,2.43,2.9,3.42,4.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,91481,207457,121558,180575,250562,251294,0.6855,0.7864,1.0951,1.3643,1.4794,1.6866
2025-03-20,563.33,570.57,562.6012,565.49,567.13,62933195.0,2025-03-20,565,566,567,568,569,570,O:SPY250320C00565000,O:SPY250320C00566000,O:SPY250320C00567000,O:SPY250320C00568000,O:SPY250320C00569000,O:SPY250320C00570000,1.65,1.26,0.85,0.68,0.51,0.35,5.85,4.95,4.15,3.33,2.59,1.93,0.49,0.09,0.01,0.01,0.01,0.01,0.95,0.14,0.01,0.01,0.01,0.01,264912,304690,321202,309786,274725,411242,1.6299,1.1783,1.0283,0.9669,1.0062,0.7225,O:SPY250320P00565000,O:SPY250320P00566000,O:SPY250320P00567000,O:SPY250320P00568000,O:SPY250320P00569000,O:SPY250320P00570000,3.39,4.02,4.71,5.41,6.21,7.05,3.83,4.5,5.21,6.0,6.8,7.7,0.02,0.18,0.55,0.79,1.05,1.39,0.02,0.24,1.05,2.15,3.0,4.05,420170,347109,254110,253914,181024,83765,0.8627,1.172,1.388,1.4853,1.7096,2.2434
2025-03-21,559.28,564.89,558.03,563.98,565.49,83760964.0,2025-03-21,563,564,565,566,567,568,O:SPY250321C00563000,O:SPY250321C00564000,O:SPY250321C00565000,O:SPY250321C00566000,O:SPY250321C00567000,O:SPY250321C00568000,1.08,0.8,0.64,0.46,0.35,0.01,2.25,1.35,0.9,0.7,0.53,0.41,0.15,0.05,0.01,0.01,0.01,0.01,1.47,0.58,0.03,0.01,0.01,0.01,400073,303633,329561,176164,137066,128569,0.8904,0.5813,0.3452,0.2296,0.1352,0.1018,O:SPY250321P00563000,O:SPY250321P00564000,O:SPY250321P00565000,O:SPY250321P00566000,O:SPY250321P00567000,O:SPY250321P00568000,5.0,5.8,6.38,7.35,8.28,9.18,5.65,6.43,7.29,8.15,9.1,10.07,0.01,0.06,0.4,1.03,2.26,3.23,0.01,0.06,0.53,1.33,2.61,3.55,195172,79388,43922,14436,3038,10093,1.412,1.718,2.9848,3.8808,5.8304,6.278
2025-03-24,570.8,575.15,570.2,574.08,563.98,58739933.0,2025-03-24,562,563,564,565,566,567,O:SPY250324C00562000,O:SPY250324C00563000,O:SPY250324C00564000,O:SPY250324C00565000,O:SPY250324C00566000,O:SPY250324C00567000,8.69,7.78,7.03,6.13,5.02,4.41,12.96,11.99,10.78,10.0,9.08,8.05,7.76,6.88,5.19,5.54,4.12,3.35,12.12,11.21,10.3,9.42,8.34,7.46,3427,2633,5588,7032,5285,7449,10.4871,9.2093,8.2261,7.3995,6.6056,5.6541,O:SPY250324P00562000,O:SPY250324P00563000,O:SPY250324P00564000,O:SPY250324P00565000,O:SPY250324P00566000,O:SPY250324P00567000,0.15,0.21,0.28,0.38,0.49,0.64,0.2,0.26,0.36,0.46,0.61,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19826,25516,36439,45680,46240,85961,0.0711,0.0875,0.0855,0.1373,0.1855,0.1702
2025-03-25,575.3,576.41,573.69,575.46,574.08,38355735.0,2025-03-25,572,573,574,575,576,577,O:SPY250325C00572000,O:SPY250325C00573000,O:SPY250325C00574000,O:SPY250325C00575000,O:SPY250325C00576000,O:SPY250325C00577000,3.8,3.01,2.31,1.63,1.11,0.7,4.54,3.62,2.74,1.93,1.29,0.84,1.87,1.02,0.34,0.07,0.01,0.01,3.54,2.55,1.59,0.55,0.01,0.01,16211,66572,291940,669353,573811,309614,3.0571,1.8625,1.1933,0.7233,0.5044,0.3118,O:SPY250325P00572000,O:SPY250325P00573000,O:SPY250325P00574000,O:SPY250325P00575000,O:SPY250325P00576000,O:SPY250325P00577000,0.51,0.7,0.97,1.33,1.77,2.31,0.95,0.99,1.66,1.97,2.56,3.31,0.01,0.01,0.01,0.01,0.31,1.19,0.01,0.01,0.01,0.01,0.45,1.43,210486,303989,572376,559995,191673,34147,0.2231,0.3699,0.61,0.9533,1.3315,2.0704
2025-03-26,575.19,576.33,567.19,568.59,575.46,52228898.0,2025-03-26,573,574,575,576,577,578,O:SPY250326C00573000,O:SPY250326C00574000,O:SPY250326C00575000,O:SPY250326C00576000,O:SPY250326C00577000,O:SPY250326C00578000,3.05,2.29,1.63,1.1,0.7,0.38,3.54,2.73,1.98,1.34,0.83,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,325592,333801,374287,222101,154093,96873,0.6303,0.5887,0.4427,0.4302,0.2433,0.165,O:SPY250326P00573000,O:SPY250326P00574000,O:SPY250326P00575000,O:SPY250326P00576000,O:SPY250326P00577000,O:SPY250326P00578000,0.63,0.88,1.24,1.74,2.3,3.03,5.81,6.8,7.85,8.7,9.63,10.71,0.36,0.53,0.79,1.15,1.49,2.28,4.38,5.35,6.36,7.42,8.39,9.37,280368,196367,132122,40756,10728,4373,1.152,1.395,1.8997,2.3155,3.2873,3.8128
2025-03-27,567.18,570.9,564.94,567.08,568.59,41925848.0,2025-03-27,567,568,569,570,571,572,O:SPY250327C00567000,O:SPY250327C00568000,O:SPY250327C00569000,O:SPY250327C00570000,O:SPY250327C00571000,O:SPY250327C00572000,2.07,1.57,1.15,0.79,0.52,0.31,4.24,3.42,2.53,1.92,1.22,0.77,0.21,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,218261,431497,404827,438639,262600,198712,1.6118,1.2619,0.9485,0.7223,0.5301,0.3091,O:SPY250327P00567000,O:SPY250327P00568000,O:SPY250327P00569000,O:SPY250327P00570000,O:SPY250327P00571000,O:SPY250327P00572000,1.93,2.39,2.94,3.66,4.45,5.27,3.15,3.8,4.52,5.33,6.15,7.13,0.04,0.12,0.3,0.67,1.3,1.84,0.1,0.71,1.67,2.7,3.59,4.64,421177,465701,360628,157872,92870,13556,0.8432,1.0296,1.3009,1.638,2.0284,3.3098
2025-03-28,565.53,566.2675,555.07,555.66,567.08,71628953.0,2025-03-28,565,566,567,568,569,570,O:SPY250328C00565000,O:SPY250328C00566000,O:SPY250328C00567000,O:SPY250328C00568000,O:SPY250328C00569000,O:SPY250328C00570000,2.48,1.94,1.5,1.03,0.78,0.51,2.85,2.25,1.74,1.3,0.94,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,163274,134473,109567,91039,66857,103601,0.7353,0.7395,0.5709,0.4147,0.3097,0.2459,O:SPY250328P00565000,O:SPY250328P00566000,O:SPY250328P00567000,O:SPY250328P00568000,O:SPY250328P00569000,O:SPY250328P00570000,1.96,2.39,3.05,3.56,4.23,4.96,10.38,11.21,12.35,13.35,14.22,15.27,1.56,1.98,2.46,3.02,3.65,4.4,10.22,11.21,12.2,13.22,14.22,15.27,101455,29636,16003,8082,4609,5907,3.1234,3.5225,4.5839,6.7183,7.8406,8.9447
2025-03-31,549.83,560.7112,546.87,559.39,555.66,95128213.0,2025-03-31,554,555,556,557,558,559,O:SPY250331C00554000,O:SPY250331C00555000,O:SPY250331C00556000,O:SPY250331C00557000,O:SPY250331C00558000,O:SPY250331C00559000,1.24,0.94,0.76,0.56,0.42,0.31,6.67,5.7,4.78,3.82,2.9,2.12,0.48,0.37,0.27,0.19,0.11,0.01,3.99,3.0,2.22,1.12,0.33,0.03,281656,359364,216390,172142,190952,135527,1.4274,1.1133,0.9704,0.9,0.7733,0.5716,O:SPY250331P00554000,O:SPY250331P00555000,O:SPY250331P00556000,O:SPY250331P00557000,O:SPY250331P00558000,O:SPY250331P00559000,5.36,6.06,6.8,7.66,8.57,9.43,7.54,8.4,9.32,10.2,11.05,12.08,0.01,0.01,0.01,0.02,0.05,0.17,0.01,0.01,0.01,0.03,0.23,0.84,197144,171804,104449,99535,81996,50116,1.1347,1.9613,1.2193,1.1963,1.3838,1.5311
2025-04-01,557.45,562.94,553.68,560.97,559.39,54576641.0,2025-04-01,557,558,559,560,561,562,O:SPY250401C00557000,O:SPY250401C00558000,O:SPY250401C00559000,O:SPY250401C00560000,O:SPY250401C00561000,O:SPY250401C00562000,2.75,2.19,1.72,1.3,0.96,0.68,6.02,5.1,4.2,3.36,2.56,1.87,0.54,0.26,0.11,0.05,0.02,0.01,4.03,3.01,2.01,0.99,0.19,0.01,190600,273904,286467,444956,363673,341499,1.7543,1.4265,1.0777,0.9892,0.8408,0.6355,O:SPY250401P00557000,O:SPY250401P00558000,O:SPY250401P00559000,O:SPY250401P00560000,O:SPY250401P00561000,O:SPY250401P00562000,2.27,2.76,3.2,3.8,4.84,5.75,4.09,4.87,5.63,6.6,7.51,8.44,0.01,0.01,0.01,0.01,0.14,0.75,0.01,0.01,0.01,0.01,0.2,0.95,344385,268109,257509,270074,150662,72603,1.0703,1.017,1.0638,1.2398,1.602,1.834
2025-04-02,555.05,567.42,554.81,564.52,560.97,76007044.0,2025-04-02,559,560,561,562,563,564,O:SPY250402C00559000,O:SPY250402C00560000,O:SPY250402C00561000,O:SPY250402C00562000,O:SPY250402C00563000,O:SPY250402C00564000,1.66,1.28,1.03,0.82,0.63,0.49,9.0,8.41,8.16,7.56,6.26,6.73,1.49,1.18,0.93,0.74,0.56,0.43,9.0,8.17,7.18,5.5,5.84,4.47,57684,120612,134861,166452,205905,209462,3.4479,3.058,2.8585,2.4806,2.2217,1.8181,O:SPY250402P00559000,O:SPY250402P00560000,O:SPY250402P00561000,O:SPY250402P00562000,O:SPY250402P00563000,O:SPY250402P00564000,5.46,6.15,6.9,7.52,8.35,9.21,5.6,6.32,7.04,7.75,8.51,9.56,0.01,0.02,0.02,0.05,0.1,0.12,0.01,0.03,0.02,0.09,0.1,0.15,163056,243261,182225,175127,173860,129702,1.4242,1.4943,1.8037,1.9234,2.127,2.4868
2025-04-03,545.11,547.97,536.7,536.7,564.52,125426398.0,2025-04-03,563,564,565,566,567,568,O:SPY250403C00563000,O:SPY250403C00564000,O:SPY250403C00565000,O:SPY250403C00566000,O:SPY250403C00567000,O:SPY250403C00568000,0.05,0.04,0.04,0.01,0.01,0.01,0.19,0.14,0.11,0.08,0.07,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10472,6805,16014,5505,5997,7238,0.0693,0.0572,0.0602,0.0393,0.0363,0.0262,O:SPY250403P00563000,O:SPY250403P00564000,O:SPY250403P00565000,O:SPY250403P00566000,O:SPY250403P00567000,O:SPY250403P00568000,17.55,18.77,19.71,20.84,21.41,22.6,25.16,26.35,27.9,28.48,30.09,30.31,15.14,16.18,16.96,18.1,19.1,20.02,25.16,26.35,27.52,28.32,29.31,30.21,2795,2567,3411,1348,991,289,18.4784,19.0769,21.0435,21.3872,24.7517,23.4808
2025-04-04,523.67,525.87,505.06,505.28,536.7,217902831.0,2025-04-04,535,536,537,538,539,540,O:SPY250404C00535000,O:SPY250404C00536000,O:SPY250404C00537000,O:SPY250404C00538000,O:SPY250404C00539000,O:SPY250404C00540000,1.06,0.82,0.69,0.58,0.49,0.44,1.19,1.01,0.85,0.71,0.6,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70194,28067,24824,22158,20673,35171,0.3952,0.355,0.303,0.2744,0.2236,0.2114,O:SPY250404P00535000,O:SPY250404P00536000,O:SPY250404P00537000,O:SPY250404P00538000,O:SPY250404P00539000,O:SPY250404P00540000,12.0,12.49,13.85,14.72,15.76,13.84,30.95,32.01,33.01,33.6,34.32,36.46,10.02,10.5,11.8,12.34,13.78,13.84,30.02,30.52,31.54,33.6,33.75,35.21,16973,4787,5673,6117,3217,12667,15.7364,18.0894,20.4517,20.0403,20.7512,21.3538
2025-04-07,489.19,523.17,481.8,504.38,505.28,256046855.0,2025-04-07,503,504,505,506,507,508,O:SPY250407C00503000,O:SPY250407C00504000,O:SPY250407C00505000,O:SPY250407C00506000,O:SPY250407C00507000,O:SPY250407C00508000,2.2,1.9,1.69,1.44,1.36,1.17,20.5,19.26,19.7,18.7,16.21,16.5,0.78,0.56,0.38,0.27,0.19,0.13,2.81,4.15,3.1,2.39,1.08,2.94,44427,51743,105341,64395,52173,57212,4.2176,3.5715,3.434,3.1852,3.0459,2.6463,O:SPY250407P00503000,O:SPY250407P00504000,O:SPY250407P00505000,O:SPY250407P00506000,O:SPY250407P00507000,O:SPY250407P00508000,15.25,15.0,17.0,18.25,19.03,19.33,21.57,22.71,24.11,23.97,25.5,26.5,0.02,0.05,0.06,0.14,0.27,0.55,0.03,0.05,0.14,0.29,0.5,1.01,44478,50873,90864,36055,24219,19721,3.881,3.7069,5.3743,4.6777,5.3638,6.1164
2025-04-08,521.86,524.98,489.16,496.48,504.38,165553031.0,2025-04-08,502,503,504,505,506,507,O:SPY250408C00502000,O:SPY250408C00503000,O:SPY250408C00504000,O:SPY250408C00505000,O:SPY250408C00506000,O:SPY250408C00507000,20.86,19.68,18.83,18.1,17.09,16.36,22.85,22.07,20.87,20.32,19.33,18.5,0.03,0.02,0.01,0.01,0.01,0.01,0.06,0.06,0.04,0.02,0.02,0.01,31145,65815,42781,93761,55438,62795,2.3708,2.1566,2.76,2.4142,2.619,2.5413,O:SPY250408P00502000,O:SPY250408P00503000,O:SPY250408P00504000,O:SPY250408P00505000,O:SPY250408P00506000,O:SPY250408P00507000,0.94,1.05,1.15,1.27,1.38,1.56,12.46,13.79,14.14,15.34,16.06,17.64,0.39,0.41,0.45,0.5,0.54,0.6,5.68,6.67,7.77,8.38,9.69,10.76,93394,131281,110003,203108,78677,84469,2.3746,3.4393,2.7791,3.2845,2.8111,3.1644
2025-04-09,493.44,548.62,493.05,548.62,496.48,241783327.0,2025-04-09,494,495,496,497,498,499,O:SPY250409C00494000,O:SPY250409C00495000,O:SPY250409C00496000,O:SPY250409C00497000,O:SPY250409C00498000,O:SPY250409C00499000,8.57,7.62,7.41,6.97,6.65,6.03,52.21,50.83,49.42,49.66,47.51,46.58,5.25,4.65,4.13,2.7,3.24,2.86,49.53,48.32,47.53,2.7,45.24,46.45,8961,21758,24012,30948,33623,41611,8.3962,8.2112,6.8212,6.7527,6.3148,6.032,O:SPY250409P00494000,O:SPY250409P00495000,O:SPY250409P00496000,O:SPY250409P00497000,O:SPY250409P00498000,O:SPY250409P00499000,8.5,9.0,9.52,10.06,10.59,11.17,8.5,9.0,9.52,10.06,10.59,11.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72570,132090,67644,78607,73772,64032,3.3961,3.6878,4.1182,4.4396,4.4571,4.1562
2025-04-10,532.17,533.495,509.32,524.58,548.62,162294725.0,2025-04-10,547,548,549,550,551,552,O:SPY250410C00547000,O:SPY250410C00548000,O:SPY250410C00549000,O:SPY250410C00550000,O:SPY250410C00551000,O:SPY250410C00552000,1.17,1.04,0.89,0.83,0.73,0.66,1.23,1.07,0.95,0.85,0.75,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18554,24824,16683,160022,18693,23078,0.4568,0.4066,0.3659,0.2842,0.2704,0.1883,O:SPY250410P00547000,O:SPY250410P00548000,O:SPY250410P00549000,O:SPY250410P00550000,O:SPY250410P00551000,O:SPY250410P00552000,16.08,17.38,18.09,17.94,19.36,20.93,36.54,36.33,37.64,36.8,34.2,40.9,15.04,16.0,17.28,17.81,19.36,19.7,23.3,23.37,27.0,23.21,22.55,23.27,261,558,452,1334,71,86,21.1011,20.6104,21.1064,20.5966,24.1742,26.4984
2025-04-11,523.01,536.43,520.07,533.94,524.58,96865434.0,2025-04-11,523,524,525,526,527,528,O:SPY250411C00523000,O:SPY250411C00524000,O:SPY250411C00525000,O:SPY250411C00526000,O:SPY250411C00527000,O:SPY250411C00528000,6.81,6.13,5.61,5.24,4.66,4.07,13.48,12.81,11.65,10.88,10.0,9.09,3.74,3.31,2.9,2.56,2.22,1.95,11.21,10.36,9.36,8.15,7.12,6.4,61072,46917,84489,62493,71896,81485,5.8605,5.4718,5.2825,4.9209,4.4637,4.2811,O:SPY250411P00523000,O:SPY250411P00524000,O:SPY250411P00525000,O:SPY250411P00526000,O:SPY250411P00527000,O:SPY250411P00528000,6.0,6.42,7.21,7.17,7.66,8.35,7.22,7.7,8.31,8.83,9.38,10.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,79260,105762,149160,74609,76601,86874,3.1846,3.1389,2.5304,2.7164,2.6004,2.3131
2025-04-14,544.05,544.28,533.86,539.12,533.94,68033993.0,2025-04-14,532,533,534,535,536,537,O:SPY250414C00532000,O:SPY250414C00533000,O:SPY250414C00534000,O:SPY250414C00535000,O:SPY250414C00536000,O:SPY250414C00537000,12.1,11.27,10.4,10.03,9.22,8.32,12.36,11.74,10.8,10.04,9.22,8.32,4.18,3.5,2.93,2.43,1.99,1.05,6.26,5.42,4.4,3.55,2.44,1.67,3806,3820,8248,35755,65325,88438,7.7227,6.2233,5.3359,4.1445,3.0799,2.5838,O:SPY250414P00532000,O:SPY250414P00533000,O:SPY250414P00534000,O:SPY250414P00535000,O:SPY250414P00536000,O:SPY250414P00537000,0.63,0.73,0.83,0.96,1.31,1.52,2.2,4.73,3.02,3.53,4.08,4.7,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.08,81448,106381,118283,289503,165581,215493,0.8359,0.9488,1.1429,1.3782,1.5685,1.5145
2025-04-15,539.675,543.23,536.81,537.61,539.12,56892874.0,2025-04-15,537,538,539,540,541,542,O:SPY250415C00537000,O:SPY250415C00538000,O:SPY250415C00539000,O:SPY250415C00540000,O:SPY250415C00541000,O:SPY250415C00542000,4.51,3.81,3.21,2.67,2.13,1.69,6.86,6.04,5.19,4.42,3.69,3.0,0.75,0.28,0.06,0.01,0.01,0.01,0.92,0.34,0.08,0.01,0.01,0.01,62821,148048,213817,323122,251571,310435,2.3427,1.4348,1.1643,1.3281,1.4651,1.2633,O:SPY250415P00537000,O:SPY250415P00538000,O:SPY250415P00539000,O:SPY250415P00540000,O:SPY250415P00541000,O:SPY250415P00542000,1.81,2.15,2.54,2.98,3.4,3.91,2.31,2.72,3.2,3.75,4.36,5.3,0.1,0.36,0.73,1.1,1.44,1.78,0.21,0.63,1.31,2.4,3.21,4.34,273926,385305,305761,314249,144310,77208,0.9039,1.225,1.7102,1.9867,2.2814,2.714
2025-04-16,531.68,537.8854,520.29,525.66,537.61,83409814.0,2025-04-16,536,537,538,539,540,541,O:SPY250416C00536000,O:SPY250416C00537000,O:SPY250416C00538000,O:SPY250416C00539000,O:SPY250416C00540000,O:SPY250416C00541000,1.52,1.26,1.0,0.79,0.59,0.46,2.06,1.68,1.35,1.07,0.84,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,132694,103282,90817,49489,120972,36990,0.8463,0.6464,0.5455,0.4624,0.3173,0.28,O:SPY250416P00536000,O:SPY250416P00537000,O:SPY250416P00538000,O:SPY250416P00539000,O:SPY250416P00540000,O:SPY250416P00541000,5.79,6.55,7.3,8.1,8.81,9.63,15.56,16.47,17.53,18.54,19.44,20.42,2.87,3.48,4.13,4.88,5.75,6.43,9.58,11.13,12.53,12.54,13.38,16.3,10422,6960,6612,3545,10021,1181,5.3158,6.3932,7.9342,8.236,13.6847,10.6983
2025-04-17,527.64,531.165,523.91,526.41,525.66,79440083.0,2025-04-17,524,525,526,527,528,529,O:SPY250417C00524000,O:SPY250417C00525000,O:SPY250417C00526000,O:SPY250417C00527000,O:SPY250417C00528000,O:SPY250417C00529000,5.46,4.88,4.21,3.65,3.11,2.51,7.15,6.17,5.25,4.38,3.55,2.89,2.0,1.1,0.48,0.13,0.03,0.01,3.19,2.22,1.77,0.78,0.2,0.03,25653,74801,97971,332017,327236,327822,3.6158,3.3734,2.6357,2.5086,1.906,1.73,O:SPY250417P00524000,O:SPY250417P00525000,O:SPY250417P00526000,O:SPY250417P00527000,O:SPY250417P00528000,O:SPY250417P00529000,1.75,2.08,2.43,2.82,3.19,3.77,2.7,3.21,3.77,4.42,5.15,5.87,0.01,0.01,0.01,0.07,0.29,0.49,0.01,0.01,0.02,0.1,0.4,1.41,207793,462281,314179,423515,352393,247215,1.0614,1.2503,1.3167,1.6239,1.7247,1.8652
2025-04-21,521.16,521.7,508.46,513.88,526.41,69359529.0,2025-04-21,524,525,526,527,528,529,O:SPY250421C00524000,O:SPY250421C00525000,O:SPY250421C00526000,O:SPY250421C00527000,O:SPY250421C00528000,O:SPY250421C00529000,1.62,1.25,0.96,0.73,0.6,0.43,1.75,1.38,1.09,0.83,0.63,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53772,112309,38786,38952,34553,18221,0.6097,0.3662,0.3284,0.282,0.2147,0.1483,O:SPY250421P00524000,O:SPY250421P00525000,O:SPY250421P00526000,O:SPY250421P00527000,O:SPY250421P00528000,O:SPY250421P00529000,4.37,5.01,5.72,6.22,7.28,7.95,15.49,16.44,17.32,18.44,19.48,20.23,4.05,4.66,5.38,6.15,6.91,7.86,10.59,11.24,12.82,13.2,13.94,15.48,3962,6909,2410,2296,2205,1563,9.4234,8.9414,9.8166,10.6625,13.1175,12.7869
2025-04-22,520.14,529.305,519.1925,527.25,513.88,75937717.0,2025-04-22,512,513,514,515,516,517,O:SPY250422C00512000,O:SPY250422C00513000,O:SPY250422C00514000,O:SPY250422C00515000,O:SPY250422C00516000,O:SPY250422C00517000,8.77,7.82,6.91,6.1,5.35,4.6,16.88,16.34,15.0,14.34,13.44,12.2,7.85,6.98,6.18,4.57,4.7,3.82,15.28,14.19,12.77,12.23,11.04,9.98,2127,1756,4646,7928,3411,5227,10.8227,9.8978,8.7628,7.9381,7.0065,6.2648,O:SPY250422P00512000,O:SPY250422P00513000,O:SPY250422P00514000,O:SPY250422P00515000,O:SPY250422P00516000,O:SPY250422P00517000,0.54,0.66,0.82,1.01,1.23,1.49,0.68,0.84,1.03,1.26,1.53,1.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,31424,29765,47908,120256,76236,97942,0.1901,0.282,0.2987,0.4109,0.4432,0.5948
2025-04-23,540.43,545.43,533.88,535.42,527.25,90565658.0,2025-04-23,525,526,527,528,529,530,O:SPY250423C00525000,O:SPY250423C00526000,O:SPY250423C00527000,O:SPY250423C00528000,O:SPY250423C00529000,O:SPY250423C00530000,15.39,14.43,13.71,12.6,11.71,11.0,20.11,19.05,18.23,17.24,16.24,15.5,9.03,7.97,6.98,6.14,5.09,4.13,11.29,10.21,9.12,7.87,7.21,6.0,3071,3181,4386,3566,4167,16910,14.663,11.8448,11.4959,12.2684,10.8235,9.7243,O:SPY250423P00525000,O:SPY250423P00526000,O:SPY250423P00527000,O:SPY250423P00528000,O:SPY250423P00529000,O:SPY250423P00530000,0.21,0.25,0.31,0.35,0.4,0.53,0.51,0.59,0.7,0.84,1.0,1.2,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.04,0.05,0.06,67002,50011,72509,64631,64373,232652,0.1944,0.1913,0.2221,0.2692,0.3612,0.4893
2025-04-24,536.715,547.43,535.4504,546.69,535.42,64149872.0,2025-04-24,533,534,535,536,537,538,O:SPY250424C00533000,O:SPY250424C00534000,O:SPY250424C00535000,O:SPY250424C00536000,O:SPY250424C00537000,O:SPY250424C00538000,5.3,4.61,3.93,3.38,2.84,2.37,14.75,13.6,13.91,11.79,12.14,10.0,4.5,3.9,3.24,2.71,2.25,1.86,14.47,13.6,12.84,11.51,10.47,9.48,1548,2800,10599,20597,42291,53738,8.4289,7.6159,6.0661,4.6515,3.7221,3.4571,O:SPY250424P00533000,O:SPY250424P00534000,O:SPY250424P00535000,O:SPY250424P00536000,O:SPY250424P00537000,O:SPY250424P00538000,1.6,1.92,2.25,2.69,3.11,3.69,1.99,2.36,2.8,3.28,3.8,4.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,57367,75437,208037,115052,117624,133659,0.6656,0.7278,0.7791,1.0765,1.0957,1.105
2025-04-25,546.65,551.05,543.69,550.64,546.69,60939590.0,2025-04-25,545,546,547,548,549,550,O:SPY250425C00545000,O:SPY250425C00546000,O:SPY250425C00547000,O:SPY250425C00548000,O:SPY250425C00549000,O:SPY250425C00550000,4.01,3.25,2.72,2.23,1.82,1.45,6.13,5.17,4.27,3.39,2.58,1.96,1.83,1.42,1.06,0.74,0.48,0.22,5.73,4.77,3.73,2.8,1.8,0.94,101355,169515,340541,294058,321732,626794,3.0471,2.4831,2.1866,1.7113,1.308,0.9137,O:SPY250425P00545000,O:SPY250425P00546000,O:SPY250425P00547000,O:SPY250425P00548000,O:SPY250425P00549000,O:SPY250425P00550000,2.14,2.57,2.8,3.55,3.67,4.55,3.13,3.72,4.38,5.11,5.88,6.72,0.01,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.02,0.02,0.05,367467,323551,311907,216584,233400,287241,1.2614,1.617,1.6007,1.0764,1.0604,1.2138
