date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,minus_3_strike,minus_2_strike,minus_1_strike,atm_strike,plus_1_strike,plus_2_strike,plus_3_strike,plus_4_strike,plus_5_strike,minus_3_call_ticker,minus_2_call_ticker,minus_1_call_ticker,atm_call_ticker,plus_1_call_ticker,plus_2_call_ticker,plus_3_call_ticker,plus_4_call_ticker,plus_5_call_ticker,minus_3_call_open,minus_2_call_open,minus_1_call_open,atm_call_open,plus_1_call_open,plus_2_call_open,plus_3_call_open,plus_4_call_open,plus_5_call_open,minus_3_call_high,minus_2_call_high,minus_1_call_high,atm_call_high,plus_1_call_high,plus_2_call_high,plus_3_call_high,plus_4_call_high,plus_5_call_high,minus_3_call_low,minus_2_call_low,minus_1_call_low,atm_call_low,plus_1_call_low,plus_2_call_low,plus_3_call_low,plus_4_call_low,plus_5_call_low,minus_3_call_close,minus_2_call_close,minus_1_call_close,atm_call_close,plus_1_call_close,plus_2_call_close,plus_3_call_close,plus_4_call_close,plus_5_call_close,minus_3_call_volume,minus_2_call_volume,minus_1_call_volume,atm_call_volume,plus_1_call_volume,plus_2_call_volume,plus_3_call_volume,plus_4_call_volume,plus_5_call_volume,minus_3_call_vwap,minus_2_call_vwap,minus_1_call_vwap,atm_call_vwap,plus_1_call_vwap,plus_2_call_vwap,plus_3_call_vwap,plus_4_call_vwap,plus_5_call_vwap,minus_3_call_prev_open,minus_2_call_prev_open,minus_1_call_prev_open,atm_call_prev_open,plus_1_call_prev_open,plus_2_call_prev_open,plus_3_call_prev_open,plus_4_call_prev_open,plus_5_call_prev_open,minus_3_call_prev_close,minus_2_call_prev_close,minus_1_call_prev_close,atm_call_prev_close,plus_1_call_prev_close,plus_2_call_prev_close,plus_3_call_prev_close,plus_4_call_prev_close,plus_5_call_prev_close,minus_3_call_prev_volume,minus_2_call_prev_volume,minus_1_call_prev_volume,atm_call_prev_volume,plus_1_call_prev_volume,plus_2_call_prev_volume,plus_3_call_prev_volume,plus_4_call_prev_volume,plus_5_call_prev_volume,minus_3_call_prev_vwap,minus_2_call_prev_vwap,minus_1_call_prev_vwap,atm_call_prev_vwap,plus_1_call_prev_vwap,plus_2_call_prev_vwap,plus_3_call_prev_vwap,plus_4_call_prev_vwap,plus_5_call_prev_vwap,minus_3_put_ticker,minus_2_put_ticker,minus_1_put_ticker,atm_put_ticker,plus_1_put_ticker,plus_2_put_ticker,plus_3_put_ticker,plus_4_put_ticker,plus_5_put_ticker,minus_3_put_open,minus_2_put_open,minus_1_put_open,atm_put_open,plus_1_put_open,plus_2_put_open,plus_3_put_open,plus_4_put_open,plus_5_put_open,minus_3_put_high,minus_2_put_high,minus_1_put_high,atm_put_high,plus_1_put_high,plus_2_put_high,plus_3_put_high,plus_4_put_high,plus_5_put_high,minus_3_put_low,minus_2_put_low,minus_1_put_low,atm_put_low,plus_1_put_low,plus_2_put_low,plus_3_put_low,plus_4_put_low,plus_5_put_low,minus_3_put_close,minus_2_put_close,minus_1_put_close,atm_put_close,plus_1_put_close,plus_2_put_close,plus_3_put_close,plus_4_put_close,plus_5_put_close,minus_3_put_volume,minus_2_put_volume,minus_1_put_volume,atm_put_volume,plus_1_put_volume,plus_2_put_volume,plus_3_put_volume,plus_4_put_volume,plus_5_put_volume,minus_3_put_vwap,minus_2_put_vwap,minus_1_put_vwap,atm_put_vwap,plus_1_put_vwap,plus_2_put_vwap,plus_3_put_vwap,plus_4_put_vwap,plus_5_put_vwap,minus_3_put_prev_open,minus_2_put_prev_open,minus_1_put_prev_open,atm_put_prev_open,plus_1_put_prev_open,plus_2_put_prev_open,plus_3_put_prev_open,plus_4_put_prev_open,plus_5_put_prev_open,minus_3_put_prev_close,minus_2_put_prev_close,minus_1_put_prev_close,atm_put_prev_close,plus_1_put_prev_close,plus_2_put_prev_close,plus_3_put_prev_close,plus_4_put_prev_close,plus_5_put_prev_close,minus_3_put_prev_volume,minus_2_put_prev_volume,minus_1_put_prev_volume,atm_put_prev_volume,plus_1_put_prev_volume,plus_2_put_prev_volume,plus_3_put_prev_volume,plus_4_put_prev_volume,plus_5_put_prev_volume,minus_3_put_prev_vwap,minus_2_put_prev_vwap,minus_1_put_prev_vwap,atm_put_prev_vwap,plus_1_put_prev_vwap,plus_2_put_prev_vwap,plus_3_put_prev_vwap,plus_4_put_prev_vwap,plus_5_put_prev_vwap
2025-05-21,588.44,592.58,581.82,582.86,592.85,95197657.0,2025-05-21,587,589,591,593,595,597,599,601,603,O:SPY250521C00587000,O:SPY250521C00589000,O:SPY250521C00591000,O:SPY250521C00593000,O:SPY250521C00595000,O:SPY250521C00597000,O:SPY250521C00599000,O:SPY250521C00601000,O:SPY250521C00603000,2.69,1.53,0.72,0.31,0.12,0.05,0.02,0.01,0.02,5.65,4.39,1.98,0.8,0.31,0.1,0.06,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,153280,197669,406025,336841,140146,48291.0,12765.0,10922.0,18254.0,0.9168,1.2301,0.8741,0.3801,0.1155,0.0505,0.0228,0.0184,0.0188,7.11,5.39,3.84,2.57,1.59,0.9,0.44,0.21,0.13,5.73,3.98,2.58,1.48,0.74,0.34,0.13,0.05,0.03,1312,8057,45117,128366,103110.0,30690.0,13142.0,7258.0,9293.0,5.7967,3.7746,2.4021,1.8859,1.19,0.6116,0.2821,0.1469,0.0592,O:SPY250521P00587000,O:SPY250521P00589000,O:SPY250521P00591000,O:SPY250521P00593000,O:SPY250521P00595000,O:SPY250521P00597000,O:SPY250521P00599000,O:SPY250521P00601000,O:SPY250521P00603000,1.22,2.04,3.22,4.88,6.55,8.0,10.47,11.06,13.36,5.15,7.11,8.95,11.03,12.8,14.66,15.06,18.19,19.47,0.07,0.15,0.41,1.16,2.62,4.56,6.86,8.84,13.01,4.73,6.67,8.76,10.67,12.15,14.07,15.06,18.19,19.47,189852,246754,212420,49097,8173,1953.0,282.0,147.0,64.0,0.946,1.0781,1.2824,2.4326,5.2532,5.9447,9.8628,9.7013,14.4741,0.73,1.1,1.61,2.4,3.33,4.49,6.21,8.59,10.03,0.57,0.92,1.48,2.38,3.6,5.18,6.96,8.55,10.79,22022,36911,67292,58255,8598.0,1156.0,242.0,100.0,62.0,0.643,1.0906,1.8235,2.402,3.5097,5.0287,6.5171,7.9547,10.259
2025-05-22,582.66,586.62,581.405,583.09,582.86,70860417.0,2025-05-22,577,579,581,583,585,587,589,591,593,O:SPY250522C00577000,O:SPY250522C00579000,O:SPY250522C00581000,O:SPY250522C00583000,O:SPY250522C00585000,O:SPY250522C00587000,O:SPY250522C00589000,O:SPY250522C00591000,O:SPY250522C00593000,6.21,4.52,3.08,1.9,1.06,0.52,0.23,0.09,0.03,9.44,7.51,5.55,3.65,1.83,0.92,0.4,0.16,0.07,5.04,3.39,1.7,0.18,0.01,0.01,0.01,0.01,0.01,6.07,4.16,2.08,0.29,0.01,0.01,0.01,0.01,0.01,760,7868,22634,283155,483871,294840.0,108824.0,49147.0,16029.0,6.7083,5.0185,3.1346,1.8103,0.9906,0.3646,0.1145,0.0565,0.0372,12.4,10.87,8.66,6.73,5.46,3.79,2.56,1.67,0.99,6.28,4.71,3.32,2.2,1.33,0.75,0.41,0.22,0.11,284,2960,4383,27826,65351.0,56521.0,56490.0,59186.0,48048.0,7.7264,5.3411,4.7062,2.973,2.5884,2.0121,1.7526,1.7894,1.205,O:SPY250522P00577000,O:SPY250522P00579000,O:SPY250522P00581000,O:SPY250522P00583000,O:SPY250522P00585000,O:SPY250522P00587000,O:SPY250522P00589000,O:SPY250522P00591000,O:SPY250522P00593000,0.54,0.91,1.43,2.28,3.42,4.91,6.7,8.28,10.66,0.81,1.31,2.05,3.04,4.34,5.91,7.7,9.6,11.3,0.01,0.01,0.01,0.01,0.11,0.79,2.45,4.42,6.49,0.01,0.01,0.02,0.19,1.89,3.84,5.75,7.91,9.88,66106,128414,189154,378180,286713,37939.0,3937.0,3807.0,1118.0,0.2137,0.3729,0.7706,1.0255,1.0031,2.0852,4.518,6.7554,9.1091,0.33,0.51,0.75,1.1,1.54,2.22,3.02,4.1,5.32,0.87,1.3,1.93,2.78,3.9,5.4,6.77,8.77,10.68,11089,24750,30702,49041,78682.0,33936.0,30188.0,28352.0,9910.0,0.5727,0.8832,1.3131,1.8807,2.1871,2.6857,2.3329,2.6613,3.5889
2025-05-23,575.98,581.8101,575.6,579.11,583.09,76029046.0,2025-05-23,577,579,581,583,585,587,589,591,593,O:SPY250523C00577000,O:SPY250523C00579000,O:SPY250523C00581000,O:SPY250523C00583000,O:SPY250523C00585000,O:SPY250523C00587000,O:SPY250523C00589000,O:SPY250523C00591000,O:SPY250523C00593000,2.32,1.56,0.89,0.48,0.26,0.1,0.05,0.05,0.01,4.88,3.03,1.44,0.67,0.34,0.17,0.09,0.06,0.04,1.36,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.5,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,125724,291172,300949,167759,104962,31704.0,21425.0,16013.0,7505.0,2.5304,1.4461,0.8027,0.2926,0.1227,0.0766,0.0486,0.0354,0.0221,7.21,5.69,4.33,3.1,2.18,1.4,0.83,0.5,0.3,7.01,5.29,3.82,2.52,1.52,0.83,0.43,0.21,0.1,601,1148,4920,56301,132283.0,64886.0,39516.0,21294.0,25477.0,7.7729,6.3443,4.5328,3.2994,2.5121,1.5756,0.9486,0.5122,0.2861,O:SPY250523P00577000,O:SPY250523P00579000,O:SPY250523P00581000,O:SPY250523P00583000,O:SPY250523P00585000,O:SPY250523P00587000,O:SPY250523P00589000,O:SPY250523P00591000,O:SPY250523P00593000,3.31,4.64,5.9,7.56,9.28,11.22,13.17,15.11,16.42,3.54,4.67,6.23,7.86,9.44,11.27,13.19,15.11,17.0,0.02,0.12,0.61,1.65,3.33,5.31,7.38,9.39,11.97,0.02,0.4,2.26,4.28,6.37,8.42,10.49,12.12,14.38,282184,291580,176471,22788,13554,3278.0,2334.0,591.0,123.0,1.0447,0.9673,1.3452,4.281,6.3112,7.956,10.3051,11.846,15.0505,1.24,1.74,2.39,3.25,4.29,5.48,7.02,8.89,10.5,0.58,0.9,1.43,2.13,3.14,4.44,6.02,7.86,9.78,30277,26387,46235,87470,100558.0,15982.0,11003.0,2423.0,475.0,0.6861,1.0578,1.6298,2.1193,2.4556,3.563,5.8985,6.8475,8.7745
2025-05-27,586.07,591.31,578.43,591.15,579.11,72588475.0,2025-05-27,573,575,577,579,581,583,585,587,589,O:SPY250527C00573000,O:SPY250527C00575000,O:SPY250527C00577000,O:SPY250527C00579000,O:SPY250527C00581000,O:SPY250527C00583000,O:SPY250527C00585000,O:SPY250527C00587000,O:SPY250527C00589000,10.61,11.3,9.35,7.18,3.95,3.9,2.36,1.25,0.57,18.12,16.2,14.04,12.47,10.6,8.34,6.58,4.69,2.59,10.61,9.65,7.69,5.74,3.95,2.59,1.46,0.72,0.28,18.09,15.96,13.7,12.44,10.6,8.34,6.51,4.69,2.5,155,781,656,3920,3083,6584.0,76530.0,183326.0,294506.0,14.0315,11.6468,10.211,7.6232,6.2475,4.4643,2.7035,1.4424,0.9551,6.86,5.47,4.22,3.41,2.59,1.71,1.31,0.81,0.48,6.82,5.35,4.0,2.84,1.86,1.16,0.69,0.39,0.21,678,6102,17442,51939,68222.0,27844.0,45643.0,13383.0,10533.0,7.1619,5.9216,4.4944,3.4331,2.7642,1.6866,1.0517,0.649,0.3479,O:SPY250527P00573000,O:SPY250527P00575000,O:SPY250527P00577000,O:SPY250527P00579000,O:SPY250527P00581000,O:SPY250527P00583000,O:SPY250527P00585000,O:SPY250527P00587000,O:SPY250527P00589000,0.04,0.07,0.13,0.25,0.41,0.73,1.26,2.15,3.68,0.07,0.11,0.18,0.35,0.65,1.22,2.1,3.37,4.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,12118,17687,16876,22107,38073,59157.0,208517.0,225470.0,280709.0,0.0268,0.0422,0.0544,0.0958,0.2083,0.3407,0.4486,0.4421,0.4895,3.6,4.41,5.21,6.27,7.46,8.73,10.27,11.78,13.46,1.18,1.64,2.23,3.08,4.23,5.59,7.09,8.71,10.57,16118,67290,37116,39105,24362.0,5479.0,5018.0,1235.0,491.0,1.5389,1.7984,2.5985,2.9095,3.4852,5.3311,6.8565,8.6241,10.0171
2025-05-28,591.56,592.7688,586.985,587.73,591.15,68445512.0,2025-05-28,585,587,589,591,593,595,597,599,601,O:SPY250528C00585000,O:SPY250528C00587000,O:SPY250528C00589000,O:SPY250528C00591000,O:SPY250528C00593000,O:SPY250528C00595000,O:SPY250528C00597000,O:SPY250528C00599000,O:SPY250528C00601000,6.83,5.09,3.57,2.23,1.27,0.66,0.3,0.14,0.05,7.95,6.06,4.38,2.93,1.76,0.94,0.45,0.2,0.09,2.27,0.94,0.27,0.05,0.01,0.01,0.01,0.01,0.01,2.96,1.43,0.45,0.09,0.01,0.01,0.01,0.01,0.01,10659,19463,163981,369961,236996,149675.0,50099.0,23047.0,15654.0,5.0039,2.5892,1.7052,1.015,0.6034,0.3334,0.137,0.0747,0.0462,3.77,2.69,1.81,1.1,0.7,0.4,0.21,0.11,0.06,7.0,5.31,3.77,2.5,1.54,0.88,0.46,0.23,0.1,13464,21266,37005,75778,21678.0,31097.0,18611.0,6534.0,7935.0,3.9976,2.9875,2.6407,2.1212,1.2181,0.6225,0.3626,0.1757,0.0983,O:SPY250528P00585000,O:SPY250528P00587000,O:SPY250528P00589000,O:SPY250528P00591000,O:SPY250528P00593000,O:SPY250528P00595000,O:SPY250528P00597000,O:SPY250528P00599000,O:SPY250528P00601000,0.3,0.55,0.96,1.65,2.69,4.14,5.81,7.53,9.4,0.5,1.06,2.33,4.14,6.0,8.1,9.5,10.35,13.51,0.04,0.13,0.44,1.19,2.01,3.2,4.78,6.57,8.64,0.17,0.64,1.64,3.2,5.14,6.91,9.03,10.35,13.51,98273,150997,336960,141889,14566,6900.0,1015.0,382.0,123.0,0.227,0.5545,1.0982,1.9216,3.0251,4.8758,6.8917,9.0541,10.9072,2.63,3.65,4.9,6.0,7.78,9.79,11.48,13.39,15.35,0.5,0.81,1.26,2.0,3.02,4.36,6.1,7.88,9.41,49953,37139,38814,28119,1792.0,2066.0,378.0,120.0,74.0,1.204,1.6214,2.0004,2.6854,3.9981,5.5592,7.337,9.0253,11.6659
2025-05-29,593.06,593.2,586.07,590.05,587.73,70073758.0,2025-05-29,582,584,586,588,590,592,594,596,598,O:SPY250529C00582000,O:SPY250529C00584000,O:SPY250529C00586000,O:SPY250529C00588000,O:SPY250529C00590000,O:SPY250529C00592000,O:SPY250529C00594000,O:SPY250529C00596000,O:SPY250529C00598000,11.11,9.08,7.41,5.59,3.94,2.62,1.58,0.87,0.45,11.11,9.29,7.5,5.69,4.15,2.74,1.69,0.92,0.46,4.71,3.21,1.94,0.82,0.04,0.01,0.01,0.01,0.01,8.07,5.33,3.26,1.47,0.05,0.01,0.01,0.01,0.01,1692,3535,21933,116968,526113,346995.0,142128.0,73524.0,40572.0,7.3867,5.8945,3.701,1.7169,1.0165,0.7398,0.3912,0.2154,0.0997,10.46,8.68,6.85,5.4,4.02,2.88,1.98,1.27,0.8,6.82,5.23,3.9,2.72,1.8,1.17,0.7,0.38,0.21,671,860,5674,17541,99539.0,61067.0,23774.0,19783.0,21668.0,8.2896,5.8204,4.6939,3.3629,2.8772,2.1628,1.4367,0.9051,0.4953,O:SPY250529P00582000,O:SPY250529P00584000,O:SPY250529P00586000,O:SPY250529P00588000,O:SPY250529P00590000,O:SPY250529P00592000,O:SPY250529P00594000,O:SPY250529P00596000,O:SPY250529P00598000,0.1,0.17,0.34,0.56,0.99,1.65,2.63,3.94,5.47,0.59,1.06,1.86,2.96,4.42,6.09,7.5,9.8,10.72,0.01,0.01,0.01,0.01,0.21,1.6,2.53,3.94,5.47,0.01,0.01,0.02,0.01,0.58,2.48,4.52,6.42,8.13,52717,83698,157289,351147,295641,46445.0,5296.0,1726.0,396.0,0.1376,0.2614,0.4827,0.8048,1.5953,2.5645,4.3295,6.2216,7.415,0.55,0.81,1.17,1.72,2.39,3.3,4.33,5.43,6.7,0.92,1.35,2.0,2.81,3.93,5.28,6.76,8.4,10.22,12607,17632,21112,45262,49948.0,11274.0,1396.0,855.0,105.0,0.8408,1.127,1.6854,2.4197,3.0957,3.7653,5.296,5.9814,9.0265
2025-05-30,588.93,591.1299,583.235,589.39,590.05,90601242.0,2025-05-30,584,586,588,590,592,594,596,598,600,O:SPY250530C00584000,O:SPY250530C00586000,O:SPY250530C00588000,O:SPY250530C00590000,O:SPY250530C00592000,O:SPY250530C00594000,O:SPY250530C00596000,O:SPY250530C00598000,O:SPY250530C00600000,5.45,3.92,2.53,1.53,0.79,0.38,0.17,0.07,0.03,7.02,5.13,3.41,1.98,1.01,0.49,0.22,0.09,0.04,1.48,0.7,0.3,0.05,0.01,0.01,0.01,0.01,0.01,5.46,3.58,1.61,0.16,0.01,0.01,0.01,0.01,0.01,46702,153649,290582,442120,225226,111601.0,52770.0,27867.0,22784.0,2.4289,1.7766,1.3396,0.7598,0.3653,0.1403,0.0624,0.0356,0.0188,9.99,8.25,6.67,5.23,3.94,2.85,2.05,1.3,0.82,6.43,4.79,3.37,2.23,1.38,0.79,0.42,0.21,0.11,1333,9145,29585,144771,85631.0,39680.0,33951.0,50947.0,71519.0,6.9562,4.9329,3.7377,2.7546,2.1835,1.4455,0.9246,0.4863,0.37,O:SPY250530P00584000,O:SPY250530P00586000,O:SPY250530P00588000,O:SPY250530P00590000,O:SPY250530P00592000,O:SPY250530P00594000,O:SPY250530P00596000,O:SPY250530P00598000,O:SPY250530P00600000,0.59,0.97,1.62,2.6,3.79,5.84,7.2,9.1,11.6,2.25,3.51,5.05,6.9,8.38,10.41,11.43,14.05,15.53,0.01,0.01,0.01,0.24,1.23,3.2,5.21,7.09,8.98,0.01,0.01,0.03,0.52,2.44,5.37,6.75,9.45,10.45,181732,272251,307486,127439,14095,4174.0,1556.0,472.0,388.0,0.7096,1.0146,1.3307,1.8201,3.4702,5.2775,7.2112,10.4179,12.4824,0.75,1.06,1.5,2.04,2.74,3.65,4.77,6.49,7.68,0.73,1.12,1.74,2.6,3.72,5.03,6.69,8.39,9.71,24366,29694,67826,79230,13552.0,2387.0,1233.0,647.0,2232.0,1.1887,1.7325,2.3772,3.0831,3.9033,5.3513,6.7036,8.4052,10.5021
2025-06-02,587.76,592.79,585.06,592.71,589.39,61630502.0,2025-06-02,583,585,587,589,591,593,595,597,599,O:SPY250602C00583000,O:SPY250602C00585000,O:SPY250602C00587000,O:SPY250602C00589000,O:SPY250602C00591000,O:SPY250602C00593000,O:SPY250602C00595000,O:SPY250602C00597000,O:SPY250602C00599000,5.58,3.76,2.45,1.25,0.56,0.2,0.07,0.02,0.01,10.17,8.23,6.15,4.23,2.59,0.4,0.14,0.14,0.04,3.1,1.85,0.95,0.42,0.16,0.03,0.01,0.01,0.01,10.07,8.05,6.07,4.23,2.08,0.22,0.01,0.01,0.01,3467,16987,93539,263539,337102,213487.0,103159.0,25768.0,5991.0,5.9165,3.6422,2.0695,1.2963,0.6035,0.1546,0.0432,0.0242,0.0164,6.5,5.54,4.2,3.09,2.05,1.36,0.81,0.45,0.25,7.16,5.58,4.02,2.77,1.68,0.92,0.46,0.24,0.1,4500,23843,26927,57296,46957.0,41421.0,44738.0,20415.0,8378.0,5.495,3.7349,3.0604,2.5161,1.8962,1.1012,0.5794,0.3311,0.1634,O:SPY250602P00583000,O:SPY250602P00585000,O:SPY250602P00587000,O:SPY250602P00589000,O:SPY250602P00591000,O:SPY250602P00593000,O:SPY250602P00595000,O:SPY250602P00597000,O:SPY250602P00599000,0.47,0.86,1.46,2.38,3.6,5.21,6.74,8.69,10.04,1.0,1.75,2.85,4.33,6.01,7.97,9.63,11.74,13.48,0.01,0.01,0.01,0.01,0.01,0.14,1.9,3.97,6.08,0.01,0.01,0.01,0.01,0.02,0.14,1.96,4.12,6.08,76525,232321,198647,294702,143370,40505.0,6274.0,487.0,245.0,0.2641,0.4665,0.709,0.8045,0.656,1.2939,4.8198,5.7903,9.2923,1.18,1.65,2.29,3.13,4.05,5.65,7.11,9.4,11.13,0.62,0.96,1.42,2.1,3.03,4.35,6.02,7.73,9.84,27967,68609,44070,43646,14070.0,1332.0,2196.0,237.0,335.0,1.4205,1.7359,2.3744,2.6843,3.3676,5.0314,6.1893,8.7016,10.19
2025-06-03,592.34,597.08,591.85,596.09,592.71,63606204.0,2025-06-03,587,589,591,593,595,597,599,601,603,O:SPY250603C00587000,O:SPY250603C00589000,O:SPY250603C00591000,O:SPY250603C00593000,O:SPY250603C00595000,O:SPY250603C00597000,O:SPY250603C00599000,O:SPY250603C00601000,O:SPY250603C00603000,5.65,3.92,2.37,1.16,0.46,0.12,0.04,0.03,0.01,10.03,8.03,6.4,4.13,2.25,0.73,0.15,0.04,0.03,5.17,3.35,1.85,0.81,0.28,0.01,0.01,0.01,0.01,8.81,6.68,4.13,2.36,0.92,0.21,0.06,0.02,0.01,2004,4167,38995,227289,456568,407807.0,124436.0,21320.0,3011.0,6.9891,5.6394,3.8138,1.5273,0.8749,0.3057,0.0631,0.0247,0.0162,3.33,2.32,1.44,0.86,0.4,0.21,0.09,0.06,0.03,6.45,4.82,3.23,1.95,1.04,0.46,0.19,0.07,0.03,15000,49347,75056,44337,35835.0,30579.0,10084.0,4158.0,8824.0,3.1278,2.6143,1.8325,1.2947,0.5928,0.3183,0.1257,0.0501,0.0287,O:SPY250603P00587000,O:SPY250603P00589000,O:SPY250603P00591000,O:SPY250603P00593000,O:SPY250603P00595000,O:SPY250603P00597000,O:SPY250603P00599000,O:SPY250603P00601000,O:SPY250603P00603000,0.22,0.48,0.9,1.71,3.04,4.42,5.93,8.11,10.03,0.27,0.54,1.06,1.95,3.4,5.22,6.71,9.09,10.9,0.01,0.01,0.01,0.01,0.02,0.56,2.08,3.69,6.03,0.05,0.07,0.15,0.36,0.95,2.33,3.3,4.6,7.15,42101,89066,133681,306425,389258,157984.0,7320.0,890.0,316.0,0.097,0.2038,0.3914,0.4953,0.5238,1.0984,3.1329,5.019,8.0556,2.27,3.24,4.53,6.5,6.94,9.0,10.54,11.49,13.81,0.39,0.64,1.09,1.81,2.88,4.4,6.13,7.95,13.81,35771,56213,47935,17332,2744.0,714.0,396.0,37.0,1.0,1.361,1.7352,1.7443,2.3314,4.391,6.4061,8.1555,9.6522,13.81
2025-06-04,596.96,597.95,595.49,595.93,596.09,57314199.0,2025-06-04,590,592,594,596,598,600,602,604,606,O:SPY250604C00590000,O:SPY250604C00592000,O:SPY250604C00594000,O:SPY250604C00596000,O:SPY250604C00598000,O:SPY250604C00600000,O:SPY250604C00602000,O:SPY250604C00604000,O:SPY250604C00606000,7.19,5.12,3.42,1.99,0.92,0.43,0.08,0.03,0.02,8.0,6.19,4.23,2.6,1.3,0.5,0.15,0.06,0.03,5.73,3.7,1.78,0.09,0.01,0.01,0.01,0.01,0.01,6.04,4.51,2.0,0.11,0.01,0.01,0.01,0.01,0.01,4652,4477,15319,179165,590921,429477.0,64481.0,36660.0,11123.0,7.0195,5.16,3.4563,1.3605,0.5776,0.1832,0.0643,0.0311,0.0138,3.98,2.69,1.67,0.94,0.49,0.21,0.1,0.05,0.03,5.5,4.1,2.7,1.61,0.9,0.41,0.19,0.08,0.04,6279,13408,46626,98294,43223.0,70944.0,28336.0,8813.0,5410.0,4.9512,3.3653,2.4595,1.8322,0.9436,0.428,0.1892,0.073,0.0356,O:SPY250604P00590000,O:SPY250604P00592000,O:SPY250604P00594000,O:SPY250604P00596000,O:SPY250604P00598000,O:SPY250604P00600000,O:SPY250604P00602000,O:SPY250604P00604000,O:SPY250604P00606000,0.14,0.29,0.54,1.0,2.0,3.41,5.2,6.53,8.93,0.22,0.46,0.88,1.67,2.94,4.53,6.33,8.29,10.5,0.01,0.01,0.01,0.06,0.68,2.2,4.2,6.15,8.24,0.01,0.01,0.01,0.17,1.97,4.03,6.12,7.73,9.9,111352,75866,174026,434026,204240,12640.0,1986.0,617.0,251.0,0.0701,0.1437,0.2561,0.6069,1.3155,3.0619,4.9574,6.8009,8.9362,1.47,2.27,3.15,4.08,6.14,7.84,9.18,11.39,13.4,0.66,1.07,1.68,1.77,3.85,4.46,6.25,8.3,10.01,64555,41584,63727,84256,10846.0,5067.0,442.0,510.0,31.0,0.7046,1.1777,1.3773,1.9197,2.9522,4.3456,6.0425,8.0413,11.3348
2025-06-05,597.63,599.0,591.05,593.05,595.93,92436397.0,2025-06-05,590,592,594,596,598,600,602,604,606,O:SPY250605C00590000,O:SPY250605C00592000,O:SPY250605C00594000,O:SPY250605C00596000,O:SPY250605C00598000,O:SPY250605C00600000,O:SPY250605C00602000,O:SPY250605C00604000,O:SPY250605C00606000,7.07,5.97,4.24,2.9,1.74,0.93,0.43,0.16,0.07,8.95,7.0,5.05,3.2,1.91,0.99,0.47,0.19,0.08,1.83,0.72,0.07,0.01,0.01,0.01,0.01,0.01,0.01,3.46,1.38,0.19,0.02,0.01,0.04,0.01,0.01,0.01,7774,40727,131491,441911,418814,275961.0,57956.0,40724.0,19767.0,4.6399,1.7774,1.4361,1.1303,0.7118,0.3212,0.1134,0.0472,0.0221,7.61,5.76,4.23,2.85,1.76,0.96,0.6,0.2,0.09,6.44,4.66,3.1,1.8,0.9,0.39,0.15,0.06,0.03,1810,990,6967,39773,126532.0,63920.0,17507.0,17294.0,3507.0,7.1958,5.4769,3.9337,2.5047,1.5696,0.8544,0.3818,0.1838,0.0626,O:SPY250605P00590000,O:SPY250605P00592000,O:SPY250605P00594000,O:SPY250605P00596000,O:SPY250605P00598000,O:SPY250605P00600000,O:SPY250605P00602000,O:SPY250605P00604000,O:SPY250605P00606000,0.21,0.41,0.76,1.19,2.19,3.32,4.77,7.42,8.29,0.84,1.75,3.19,4.95,6.75,8.5,10.5,12.44,13.04,0.01,0.05,0.11,0.25,0.66,1.62,3.21,5.35,7.38,0.01,0.06,0.95,2.82,4.75,6.69,8.63,10.71,13.04,191023,252934,324439,258506,144592,15409.0,1584.0,962.0,189.0,0.2571,0.4401,0.8964,1.2386,1.4171,3.4358,4.8751,7.1972,9.6758,0.54,0.82,1.27,1.87,2.86,4.0,5.44,7.08,9.15,0.37,0.62,1.05,1.77,2.89,4.35,6.09,8.01,8.42,26464,19493,27496,76644,47061.0,8634.0,890.0,535.0,108.0,0.3783,0.6666,1.0457,1.6507,2.4551,3.8221,5.3179,6.9696,9.0184
